country,year,gs,gdppc,remit,aid,depint,inflat
Zimbabwe,1994 ,18.08800684,519.4969303,0.633978788,8.112122556,26.75083333,22.26405248
Zimbabwe,1995 ,,510.7519156,,6.877814427,25.91833333,22.59382336
Zimbabwe,1996 ,,553.8762918,,4.318410725,21.57916667,21.43390033
Zimbabwe,1997 ,,559.537089,,3.933491819,18.59833333,18.73604882
Zimbabwe,1998 ,,567.4543121,,4.080151499,29.05916667,31.81959297
Zimbabwe,1999 ,,556.3033687,,3.565172562,38.50666667,58.51967185
Zimbabwe,2000 ,,534.7911515,,2.625427697,50.16666667,55.86645207
Zimbabwe,2001 ,,539.662758,,2.374514748,13.94791667,76.70726541
Zimbabwe,2002 ,,490.3868614,,3.135073356,18.375,140.0599968
Zimbabwe,2003 ,,406.8785624,,3.264373706,35.91666667,431.699821
Zimbabwe,2004 ,,383.7076653,,3.221890075,103.2083333,282.3802174
,,,,,,,
,,,,,,,
,,,,,,,
Datafromdatabase:AfricaDevelopmentIndicators,,,,,,,
LastUpdated:02/22/2013,,,,,,,
